County,Count Estimate,Rate Estimate,Median Household Income,State,Year,State Code,County Code,Id
Jasper County,16025,14.9,32487,MO,2003,29,097,17234
Jefferson County,16712,8.0,49903,MO,2003,29,099,17235
Johnson County,5431,11.5,37791,MO,2003,29,101,17236
Knox County,599,14.4,29281,MO,2003,29,103,17237
Laclede County,4761,14.3,31551,MO,2003,29,105,17238
Lafayette County,3294,10.2,38886,MO,2003,29,107,17239
Lawrence County,4939,13.6,31941,MO,2003,29,109,17240
Lewis County,1267,13.3,32755,MO,2003,29,111,17241
Lincoln County,4088,9.0,46968,MO,2003,29,113,17242
Linn County,1752,13.4,29924,MO,2003,29,115,17243
Livingston County,1676,12.5,32894,MO,2003,29,117,17244
McDonald County,3780,16.9,28480,MO,2003,29,119,17245
Macon County,1858,12.1,32516,MO,2003,29,121,17246
Madison County,1772,15.0,28158,MO,2003,29,123,17247
Maries County,1075,12.2,32829,MO,2003,29,125,17248
Marion County,3455,12.6,33723,MO,2003,29,127,17249
Mercer County,430,12.0,28670,MO,2003,29,129,17250
Miller County,3259,13.4,31343,MO,2003,29,131,17251
Mississippi County,2648,20.6,25282,MO,2003,29,133,17252
Moniteau County,1468,10.5,36829,MO,2003,29,135,17253
Monroe County,944,10.1,32791,MO,2003,29,137,17254
Montgomery County,1400,11.9,34751,MO,2003,29,139,17255
Morgan County,2979,14.8,31109,MO,2003,29,141,17256
New Madrid County,3504,18.8,28984,MO,2003,29,143,17257
Newton County,6590,12.2,35215,MO,2003,29,145,17258
Nodaway County,2207,11.6,34075,MO,2003,29,147,17259
Oregon County,1917,18.5,24287,MO,2003,29,149,17260
Osage County,1117,8.5,40744,MO,2003,29,151,17261
Ozark County,1704,18.2,25784,MO,2003,29,153,17262
Pemiscot County,4515,23.3,24135,MO,2003,29,155,17263
Perry County,1732,9.6,38209,MO,2003,29,157,17264
Pettis County,5008,12.7,33669,MO,2003,29,159,17265
Phelps County,5585,14.1,32436,MO,2003,29,161,17266
Pike County,2342,14.3,33188,MO,2003,29,163,17267
Platte County,4470,5.5,60117,MO,2003,29,165,17268
Polk County,4024,14.9,31402,MO,2003,29,167,17269
Pulaski County,4512,12.2,37764,MO,2003,29,169,17270
Putnam County,697,13.8,28019,MO,2003,29,171,17271
Ralls County,873,9.1,38619,MO,2003,29,173,17272
Randolph County,3087,13.4,32205,MO,2003,29,175,17273
Ray County,1989,8.4,44099,MO,2003,29,177,17274
Reynolds County,1188,18.2,25782,MO,2003,29,179,17275
Ripley County,2642,19.2,25295,MO,2003,29,181,17276
St. Charles County,15707,4.9,63251,MO,2003,29,183,17277
St. Clair County,1580,16.8,26520,MO,2003,29,185,17278
Ste. Genevieve County,1571,8.7,42377,MO,2003,29,186,17279
St. Francois County,7876,14.3,32531,MO,2003,29,187,17280
St. Louis County,85950,8.6,51453,MO,2003,29,189,17281
Saline County,2880,13.4,32547,MO,2003,29,195,17282
Schuyler County,587,13.6,28910,MO,2003,29,197,17283
Scotland County,628,13.1,29132,MO,2003,29,199,17284
Scott County,5918,14.6,33051,MO,2003,29,201,17285
Shannon County,1773,21.2,22025,MO,2003,29,203,17286
Shelby County,894,13.5,31097,MO,2003,29,205,17287
Stoddard County,4420,15.0,30202,MO,2003,29,207,17288
Stone County,3894,12.7,33808,MO,2003,29,209,17289
Sullivan County,1011,14.8,26791,MO,2003,29,211,17290
Taney County,5403,13.3,31065,MO,2003,29,213,17291
Texas County,4257,18.5,26138,MO,2003,29,215,17292
Vernon County,2914,15.0,30476,MO,2003,29,217,17293
Warren County,2521,9.1,44546,MO,2003,29,219,17294
Washington County,4173,18.3,28153,MO,2003,29,221,17295
Wayne County,2604,20.0,24022,MO,2003,29,223,17296
Webster County,4647,13.9,34304,MO,2003,29,225,17297
Worth County,295,13.0,27817,MO,2003,29,227,17298
Wright County,3376,18.7,25611,MO,2003,29,229,17299
St. Louis city,72245,21.5,28209,MO,2003,29,510,17300
Beaverhead County,1316,15.7,31605,MT,2003,30,001,17301
Big Horn County,3090,24.0,27719,MT,2003,30,003,17302
Blaine County,1483,22.3,25373,MT,2003,30,005,17303
Broadwater County,585,13.0,33360,MT,2003,30,007,17304
Carbon County,1089,11.2,34499,MT,2003,30,009,17305
Carter County,162,12.4,26301,MT,2003,30,011,17306
Cascade County,10782,13.8,34546,MT,2003,30,013,17307
Chouteau County,822,15.1,28774,MT,2003,30,015,17308
Custer County,1554,14.0,31980,MT,2003,30,017,17309
Daniels County,216,11.9,28081,MT,2003,30,019,17310
Dawson County,1044,12.7,33900,MT,2003,30,021,17311
Deer Lodge County,1326,14.9,28553,MT,2003,30,023,17312
Fallon County,265,9.7,35354,MT,2003,30,025,17313
Fergus County,1663,14.9,31612,MT,2003,30,027,17314
Flathead County,10135,12.6,37492,MT,2003,30,029,17315
Gallatin County,8424,11.5,40724,MT,2003,30,031,17316
Garfield County,142,11.7,28572,MT,2003,30,033,17317
Glacier County,3433,25.6,27129,MT,2003,30,035,17318
Golden Valley County,188,18.2,24739,MT,2003,30,037,17319
Granite County,419,14.8,30988,MT,2003,30,039,17320
Hill County,2904,18.1,32365,MT,2003,30,041,17321
Jefferson County,987,9.3,45407,MT,2003,30,043,17322
Judith Basin County,357,16.2,27014,MT,2003,30,045,17323
Lake County,5279,19.1,30362,MT,2003,30,047,17324
Lewis and Clark County,6658,11.6,40578,MT,2003,30,049,17325
Liberty County,272,13.8,28258,MT,2003,30,051,17326
Lincoln County,3458,18.3,29331,MT,2003,30,053,17327
McCone County,225,12.6,27921,MT,2003,30,055,17328
Madison County,822,11.7,31856,MT,2003,30,057,17329
Meagher County,335,17.1,26010,MT,2003,30,059,17330
Mineral County,677,17.8,29904,MT,2003,30,061,17331
Missoula County,14409,15.0,36790,MT,2003,30,063,17332
Musselshell County,788,17.6,27499,MT,2003,30,065,17333
Park County,1962,12.5,32837,MT,2003,30,067,17334
Petroleum County,59,12.0,23622,MT,2003,30,069,17335
Phillips County,665,16.0,29472,MT,2003,30,071,17336
Pondera County,1078,17.6,29420,MT,2003,30,073,17337
Powder River County,196,11.2,28851,MT,2003,30,075,17338
Powell County,886,16.2,29676,MT,2003,30,077,17339
Prairie County,140,12.3,28238,MT,2003,30,079,17340
Ravalli County,5476,14.0,34907,MT,2003,30,081,17341
Richland County,1183,13.1,34365,MT,2003,30,083,17342
Roosevelt County,2750,26.3,25677,MT,2003,30,085,17343
Rosebud County,1646,18.0,38696,MT,2003,30,087,17344
Sanders County,1852,17.1,28456,MT,2003,30,089,17345
Sheridan County,451,12.7,29651,MT,2003,30,091,17346
Silver Bow County,5129,15.9,32263,MT,2003,30,093,17347
Stillwater County,787,9.4,44890,MT,2003,30,095,17348
Sweet Grass County,376,10.3,34253,MT,2003,30,097,17349
Teton County,860,13.8,30928,MT,2003,30,099,17350
Toole County,655,14.2,29946,MT,2003,30,101,17351
Treasure County,92,12.4,30961,MT,2003,30,103,17352
Valley County,1053,14.6,32391,MT,2003,30,105,17353
Wheatland County,383,20.2,23620,MT,2003,30,107,17354
Wibaux County,120,12.8,29653,MT,2003,30,109,17355
Yellowstone County,16001,12.1,41174,MT,2003,30,111,17356
Adams County,2973,10.0,38341,NE,2003,31,001,17357
Antelope County,833,11.8,33260,NE,2003,31,003,17358
Arthur County,40,10.0,30848,NE,2003,31,005,17359
Banner County,61,8.0,33703,NE,2003,31,007,17360
Blaine County,80,15.2,27810,NE,2003,31,009,17361
Boone County,576,10.0,34055,NE,2003,31,011,17362
Box Butte County,1288,11.4,41119,NE,2003,31,013,17363
Boyd County,261,11.7,27834,NE,2003,31,015,17364
Brown County,387,11.4,31250,NE,2003,31,017,17365
Buffalo County,4233,10.4,39968,NE,2003,31,019,17366
Burt County,734,9.9,35319,NE,2003,31,021,17367
Butler County,795,9.0,38209,NE,2003,31,023,17368
Cass County,1624,6.4,51019,NE,2003,31,025,17369
Cedar County,742,8.3,38977,NE,2003,31,027,17370
Chase County,398,10.2,34682,NE,2003,31,029,17371
Cherry County,741,12.3,32253,NE,2003,31,031,17372
Cheyenne County,937,9.5,39396,NE,2003,31,033,17373
Clay County,695,10.4,36239,NE,2003,31,035,17374
Colfax County,982,9.4,37261,NE,2003,31,037,17375
Cuming County,839,8.7,36851,NE,2003,31,039,17376
Custer County,1399,12.3,33494,NE,2003,31,041,17377
Dakota County,2182,10.7,38864,NE,2003,31,043,17378
Dawes County,1286,16.1,30007,NE,2003,31,045,17379
Dawson County,2558,10.5,36624,NE,2003,31,047,17380
Deuel County,201,10.0,35308,NE,2003,31,049,17381
Dixon County,537,8.9,37285,NE,2003,31,051,17382
Dodge County,3360,9.5,39127,NE,2003,31,053,17383
Douglas County,51124,10.8,46711,NE,2003,31,055,17384
Dundy County,248,11.5,28846,NE,2003,31,057,17385
Fillmore County,587,9.4,37449,NE,2003,31,059,17386
Franklin County,387,11.5,32069,NE,2003,31,061,17387
Frontier County,291,10.6,34419,NE,2003,31,063,17388
Furnas County,551,11.0,31592,NE,2003,31,065,17389
Gage County,2182,9.7,36826,NE,2003,31,067,17390
Garden County,270,12.7,28649,NE,2003,31,069,17391
Garfield County,205,11.4,29624,NE,2003,31,071,17392
Gosper County,157,7.9,38297,NE,2003,31,073,17393
Grant County,61,9.0,36833,NE,2003,31,075,17394
Greeley County,307,12.4,32251,NE,2003,31,077,17395
Hall County,6523,12.0,39073,NE,2003,31,079,17396
Hamilton County,763,8.1,44016,NE,2003,31,081,17397
Harlan County,359,9.9,32345,NE,2003,31,083,17398
Hayes County,101,9.0,26372,NE,2003,31,085,17399
Hitchcock County,389,13.0,29759,NE,2003,31,087,17400
Holt County,1297,12.1,33077,NE,2003,31,089,17401
Hooker County,64,8.8,32418,NE,2003,31,091,17402
Howard County,713,10.6,35836,NE,2003,31,093,17403
Jefferson County,761,9.5,34735,NE,2003,31,095,17404
Johnson County,396,8.8,37207,NE,2003,31,097,17405
Kearney County,529,7.8,40403,NE,2003,31,099,17406
Keith County,877,10.5,33796,NE,2003,31,101,17407
Keya Paha County,125,13.2,31260,NE,2003,31,103,17408
Kimball County,442,11.9,31457,NE,2003,31,105,17409
Knox County,1207,13.7,30724,NE,2003,31,107,17410
Lancaster County,23867,9.5,44800,NE,2003,31,109,17411
Lincoln County,3758,10.8,39433,NE,2003,31,111,17412
Logan County,72,10.1,35625,NE,2003,31,113,17413
Loup County,79,11.2,31153,NE,2003,31,115,17414
McPherson County,64,12.1,31369,NE,2003,31,117,17415
Madison County,3874,11.1,38838,NE,2003,31,119,17416
Merrick County,780,9.7,36976,NE,2003,31,121,17417
Morrill County,706,13.6,32178,NE,2003,31,123,17418
Nance County,428,11.6,32797,NE,2003,31,125,17419
Nemaha County,752,11.2,36500,NE,2003,31,127,17420
Nuckolls County,530,11.0,31034,NE,2003,31,129,17421
Otoe County,1281,8.4,40616,NE,2003,31,131,17422
Pawnee County,299,10.7,31380,NE,2003,31,133,17423
Perkins County,306,10.0,35120,NE,2003,31,135,17424
Phelps County,900,9.5,39683,NE,2003,31,137,17425
Pierce County,753,9.9,36735,NE,2003,31,139,17426
Platte County,2661,8.6,41553,NE,2003,31,141,17427
Polk County,390,7.4,39159,NE,2003,31,143,17428
Red Willow County,1169,10.7,34688,NE,2003,31,145,17429
Richardson County,1003,11.5,31381,NE,2003,31,147,17430
Rock County,229,14.7,28045,NE,2003,31,149,17431
Saline County,1125,8.3,39740,NE,2003,31,151,17432
Sarpy County,7369,5.4,58704,NE,2003,31,153,17433
Saunders County,1509,7.5,44371,NE,2003,31,155,17434
Scotts Bluff County,5213,14.4,32608,NE,2003,31,157,17435
Seward County,1127,7.3,45270,NE,2003,31,159,17436
Sheridan County,762,13.3,30533,NE,2003,31,161,17437
Sherman County,362,11.6,31873,NE,2003,31,163,17438
Sioux County,141,9.8,31322,NE,2003,31,165,17439
Stanton County,499,7.8,39337,NE,2003,31,167,17440
Thayer County,551,10.3,34035,NE,2003,31,169,17441
Thomas County,77,11.9,32683,NE,2003,31,171,17442
Thurston County,1440,20.3,29632,NE,2003,31,173,17443
Valley County,524,11.7,30956,NE,2003,31,175,17444
Washington County,1168,6.1,51613,NE,2003,31,177,17445
Wayne County,938,11.3,35237,NE,2003,31,179,17446
Webster County,367,9.7,32460,NE,2003,31,181,17447
Wheeler County,101,12.4,34218,NE,2003,31,183,17448
York County,1208,8.9,39959,NE,2003,31,185,17449
Churchill County,2492,10.5,43069,NV,2003,32,001,17450
